title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
Vampires of El Norte	Isabel Cañas	2025-12-05	2025-12-04		identifier	Vampires of El Norte	Read	Audio	2025-12-05	677907	31670085	B0BNQYM228	9780593684283		original exact match retained		
Shy Trans Banshee	Tony Santorella	2025-12-05	2025-12-05		title/author	Shy Trans Banshee	Read	Audio	2025-12-05	2187649	32407021	B0FGKF39TG	9781004212729		original exact match retained		
Black Mass	Lykanthropy	2025-12-06	2025-12-05		title/author	Black Mass	Read	Audio	2025-12-06	1947387	32406883	B0FXNJCFPZ	9798347022113		original exact match retained		
A Legacy of Blood and Bone	Millie Abecassis	2025-12-07	2025-12-06		title/author	A Legacy of Blood and Bone	Read	Audio	2025-12-07	2143986	32407022	B0FZDCNSDC	9798318469282		original exact match retained		
The Knowing	Emma Hinds	2025-12-07	2025-12-07		title/author	The Knowing	Read	Audio	2025-12-07	1151695	32407023	B004QDQKNI	9781915798145		original exact match retained		
Wayward: Fighting: An Isekai LitRPG	T. A. Star	2025-12-08	2025-12-08		manual book-level pairing	Wayward: Fighting: An Isekai LitRPG: Wayward, Book 2	Read	Audio	2025-12-08	2187650	32407025	B0FNFHV62C	9781039494183		paired manually	Corrected wrong sibling match; Fighting is book 2, not Falling (book 3).	2929
The Convert	Stefan Hertmans	2025-12-09	2025-12-08		title/author	The Convert	Read	Audio	2025-12-09	553242	32409962	059317027X	9780593170274		original exact match retained		
All the Rivers	Dorit Rabinyan	2025-12-09	2025-12-09		title/author	All the Rivers	Read	Audio	2025-12-09	465973	32412507	B06XPWLQPY	9781524778712		original exact match retained		
One Man's Laughter	Eric Ugland	2025-12-10	2025-12-09	finish date missing/different	title/author	One Man's Laughter	Read	Audio		1981769	32412508	B0G4N8XTS7	9798855553246		original exact match retained		
Whistleblower	Jen Lyon	2025-12-11	2025-12-10		title/author	Whistleblower	Read	Audio	2025-12-11	1264956	31822993	B0CZFHLCZN			original exact match retained		
Even Though I Knew the End	C.L. Polk	2025-12-11	2025-12-11		title/author	Even Though I Knew the End	Read	Audio	2025-12-11	455003	31113542	B0B8PTQHZV			original exact match retained		
The Last Jews of Kerala	Edna Fernandes	2025-12-12	2025-12-11		manual book-level pairing	The Last Jews of Kerala: The 2,000 Year History of India's Forgotten Jewish Community	Read	Audio	2025-12-12	1557376	32417745	B00B8ACIBK			paired manually	Historical subtitle adds 2,000; same author and underlying title.	2931
People Love Dead Jews	Dara Horn	2025-12-12	2025-12-12		manual book-level pairing	People Love Dead Jews: Reports from a Haunted Present	Read	Audio	2025-12-12	751050	32419683	B09CFZVZFQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	604
Pages for Her	Sylvia Brownrigg	2025-12-12	2025-12-12		title/author	Pages for Her	Read	Audio	2025-12-12	176505	32419685	B0845Z3MYT			original exact match retained		
One Life	Megan Rapinoe, Emma Brockes	2025-12-13	2025-12-12		title/author	One Life	Read	Audio	2025-12-13	428307	32419686	0593288904			original exact match retained		
Fingersmith	Sarah Waters	2025-12-14	2025-12-13		title/author	Fingersmith	Read	Audio	2025-12-14	385240	32424100	B0051VVMXM			original exact match retained		
Kantika	Elizabeth Graver	2025-12-14	2025-12-14	finish date missing/different	title/author	Kantika	Read	Audio	2025-12-16	766927	32424268	B0BQPNMB31			original exact match retained		
The Ghosts of Gwendolyn Montgomery	Clarence A. Haynes	2025-12-15	2025-12-14		manual book-level pairing	The Ghosts of Gwendolyn Montgomery: A Novel	Read	Audio	2025-12-15	1825671	32426114	B0DKG5VW8B	9781668650097		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2818
A Master of Djinn	P. Djèlí Clark	2025-12-16	2025-12-15		title/author	A Master of Djinn	Read	Audio	2025-12-16	440947	31908725	1250807735			original exact match retained		
Your Driver Is Waiting	Priya Guns	2025-12-16	2025-12-16		title/author	Your Driver Is Waiting	Read	Audio	2025-12-16	652413	32437787	B0B63XPL9Y			original exact match retained		
Faebound	Saara El-Arifi	2025-12-17	2025-12-16	no read audiobook in export	title/author	Faebound	Read	Book	2025-12-17	969050	31477425	B0C6YNVJJG	9780593823873		original exact match retained		
To Shape a Dragon's Breath	Moniquill Blackgoose	2025-12-18	2025-12-17	finish date missing/different	title/author	To Shape a Dragon's Breath	Read	Audio	2025-12-19	555865	31670084	B0B9T8WN4Y			original exact match retained		
Greta & Valdin	Rebecca K Reilly	2025-12-19	2025-12-18		identifier	Greta & Valdin	Read	Audio	2025-12-19	605930	31786057	B0C87FXRH4	9781797170503		original exact match retained		
The Prey of Gods	Nicky Drayden	2025-12-20	2025-12-19		title/author	The Prey of Gods	Read	Audio	2025-12-20	440196	31913519	B0773TG34V			original exact match retained		
Fleabag 2: A Monster Evolution LitRPG	SomeoneToForget	2025-12-20	2025-12-20		title/author	Fleabag 2: A Monster Evolution LitRPG	Read	Audio	2025-12-20	2224716	32456241	B0G21GT5WJ	9781039442665		original exact match retained		
Elastic Habits	Stephen Guise	2025-12-21	2025-12-20		manual book-level pairing	Elastic Habits: Good Habits That Adapt to Your Day	Read	Audio	2025-12-21	529348	31169270	B082VLQCDS			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3193
Atomic Habits	James Clear	2025-12-21	2025-12-21		identifier	Atomic habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones	Read	Audio	2025-12-21	428023	30401466	1524779261	9781524779269		original exact match retained		
Pages for Her	Sylvia Brownrigg	2025-12-22	2025-12-22	finish date missing/different	title/author	Pages for Her	Read	Audio	2025-12-12	176505	32419685	B0845Z3MYT			original exact match retained		
Testimony of Mute Things	Lois McMaster Bujold	2025-12-22	2025-12-22	already corrected after export								B0G2DZ4YFZ	9798228749696	The Mountains of Mourning / Lois McMaster Bujold [Read; Ebook; book 643640] | The Physicians of Vilnoc / Lois McMaster Bujold [Read; Book; book 461136] | Demon Daughter / Lois McMaster Bujold [Read; Book; book 1109443]	already corrected after export	User marked Read and Audible edition 33299804 created after this export.	
Being You	Anil Seth	2025-12-23	2025-12-21		manual book-level pairing	Being You: A New Science of Consciousness	Read	Audio	2025-12-23	1218545	32468635	0593211219	9780593211212		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3195
Lady of Fire	Pirateaba	2025-12-25	2025-12-22		title/author	Lady of Fire	Read	Audio	2025-12-25	2079053	32436324	B0FMTCZ1HM	9781039448285		original exact match retained		
A Mind of Its Own	Cordelia Fine	2025-12-25	2025-12-25	finish date missing/different	manual book-level pairing	A Mind of Its Own: How Your Brain Distorts and Deceives	Read	Audio	2025-12-26	506871	32486288	B00B2BSSJQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3210
The Brain That Changes Itself	Norman Doidge M.D.	2025-12-26	2025-12-25		manual book-level pairing	The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science	Read	Audio	2025-12-26	87297	32486333	0593293983	9780593293980		paired manually	Descriptive subtitle and omitted author credentials; Norman Doidge agrees.	3211
Livewired	David Eagleman	2025-12-26	2025-12-26		manual book-level pairing	Livewired: The Inside Story of the Ever-Changing Brain	Read	Audio	2025-12-26	443363	32486335	0553550977	9780553550979		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3212
Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body	Daniel Goleman, Richard Davidson	2025-12-26	2025-12-26		title/author	Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body	Read	Audio	2025-12-26	379993	32486337	B075M5HNFK			original exact match retained		
King of Duels	Pirateaba	2025-12-29	2025-12-27		title/author	King of Duels	Read	Audio	2025-12-29	1959180	32162620	B0F6VVC8QX	9781039448278		original exact match retained		
Hardwiring Happiness	Rick Hanson PhD	2025-12-29	2025-12-26	finish date missing/different	manual book-level pairing	Hardwiring Happiness: The New Brain Science of Contentment, Calm, and Confidence	Read	Audio	2025-12-30	464922	32486351	B00EZ5NS28	9780804128148		paired manually	Descriptive subtitle and omitted author credentials; Rick Hanson agrees.	3214
Rewire Your Brain 2.0 (2nd Edition)	John B. Arden PhD ABPP	2025-12-30	2025-12-27		manual book-level pairing	Rewire Your Brain 2.0	Read	Audio	2025-12-30	854737	32502315	B0BZFHPVNF			paired manually	Edition descriptor and omitted author credentials; John B. Arden agrees.	3216
Good Habits, Bad Habits	Wendy Wood	2025-12-30	2025-12-30	finish date missing/different	manual book-level pairing	Good Habits, Bad Habits: The Science of Making Positive Changes That Stick	Read	Audio	2025-12-31	1157515	32502316	1250241782	9781250241788		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3217
Lies Weeping	Glen Cook	2026-01-01	2025-12-30		manual book-level pairing	Lies Weeping: A Chronicle of the Black Company: The First Book of a Pitiless Rain	Read	Audio	2026-01-01	1746111	32342962	B0FRPQ82GB			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1496
A Dead Djinn in Cairo	P. Djèlí Clark	2026-01-01	2026-01-01		title/author	A Dead Djinn in Cairo	Read	Audio	2026-01-01	439076	32528353	1250624460			original exact match retained		
The Haunting of Tram Car 015	P. Djeli Clark	2026-01-01	2026-01-01		identifier	The Haunting of Tram Car 015	Read	Audio	2026-01-01	465714	30383392	1980032041	9781980032045		original exact match retained		
We Are the Match	Mary E. Roach	2026-01-02	2026-01-01		title/author	We Are the Match	Read	Audio	2026-01-02	1699089	32528368	B0DV1XWLSJ	9781511351706		original exact match retained		
Markless	C.G. Malburi	2026-01-04	2026-01-02		title/author	Markless	Read	Audio	2026-01-04	1141154	32534969	B0CQQFFN95			original exact match retained		
A Banh Mi for Two	Trinity Nguyen	2026-01-04	2026-01-04		title/author	A Banh Mi for Two	Read	Audio	2026-01-04	1080621	32541516	B0CQDPPNWY			original exact match retained		
Model Home	Rivers Solomon	2026-01-05	2026-01-04	finish date missing/different	title/author	Model Home	Read	Audio	2026-01-11	1249719	32031494	B0CWC2N8VL			original exact match retained		
Hazelthorn	CG Drews	2026-01-07	2026-01-05		title/author	Hazelthorn	Read	Audio	2026-01-07	1642223	32579819	B0FJTKPD42	9798899733024		original exact match retained		
Chain Gang All Stars	Nana Kwame Adjei-Brenyah	2026-01-10	2026-01-08		identifier	Chain-Gang All-Stars	Read	Audio	2026-01-10	584785	31947412	B0B9T6P5M2			original exact match retained		
Halcyon Nightmares	Aest Belequa	2026-01-11	2026-01-10		title/author	Halcyon Nightmares	Read	Audio	2026-01-11	2327591	32593882	B0FD54BR3M	9798347004522		original exact match retained		
Victoria Falling	Aest Belequa	2026-01-11	2026-01-11		title/author	Victoria Falling	Read	Audio	2026-01-11	2338760	32593891	B0FVZSMDFD	9798347004539		original exact match retained		
Guardian Rising	Aest Belequa	2026-01-13	2026-01-11		title/author	Guardian Rising	Read	Audio	2026-01-13	2338764	32593896	B0G314QKX4	9798347004546		original exact match retained		
Fledgling	Octavia E. Butler	2026-01-15	2026-01-13		identifier	Fledgling	Read	Audio	2026-01-15	293060	32274597	1980032017			original exact match retained		
You Watched in Silence	H. Lee Justine	2026-01-16	2026-01-15		title/author	You Watched in Silence	Read	Audio	2026-01-16	1712364	32601539	B0DZDCCHC9	9798228003620		original exact match retained		
The Library Thief	Kuchenga Shenjé	2026-01-16	2026-01-16		title/author	The Library Thief	Read	Audio	2026-01-16	1249666	32601540	B0CWT9Y4XC			original exact match retained		
Star Eater	Kerstin Hall	2026-01-17	2026-01-16		identifier	Star Eater	Read	Audio	2026-01-17	455882	32490455	1705027954			original exact match retained		
The Wolf and the Woodsman	Ava Reid	2026-01-18	2026-01-17		title/author	The Wolf and the Woodsman	Read	Audio	2026-01-18	428740	31891194	1473592755			original exact match retained		
Volatile Memory	Seth Haddon	2026-01-18	2026-01-18		identifier	Volatile Memory	Read	Audio	2026-01-18	1588452	32164617	B0DJTCTCQS	9781250407528		original exact match retained		
The Lights of Prague	Nicole Jarvis	2026-01-22	2026-01-18		title/author	The Lights of Prague	Read	Audio	2026-01-22	453183	32631876	1662029187			original exact match retained		
Radiant Fugitives	Nawaaz Ahmed	2026-01-23	2026-01-22		title/author	Radiant Fugitives	Read	Audio	2026-01-23	433809	32631905	B09D45566F			original exact match retained		
The Woods All Black	Lee Mandelo	2026-01-23	2026-01-23	not marked read; no read audiobook in export; finish date missing/different	title/author	The Woods All Black	Want to Read	Ebook		1070615	31094693	B0DT2DBKZT			original exact match retained		
Reclamation	Kristen Zimmer	2026-01-24	2026-01-23	not found in export								B0FFKD7MQW	9798331994662	Revelation / V.A.  Lewis, Melas Delta [Read; Ebook; book 1760730] | Dread Nation / Justina Ireland [Want to Read; Book; book 202662] | Evocation / S.T. Gibson, Oscar Reyes (Narrator) [Read; Audio; book 969063]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Sunburn	Chloe Michelle Howarth	2026-01-24	2026-01-24		title/author	Sunburn	Read	Audio	2026-01-24	876729	32638063	B0C62XCK7D	9781004135943		original exact match retained		
The Primal Hunter 13	Zogarth	2026-01-25	2026-01-25		title/author	The Primal Hunter 13	Read	Audio	2026-01-25	1852537	32397043	B0G87LH5X8			original exact match retained		
Hollow	Celina Myers	2026-01-26	2026-01-25		title/author	Hollow	Read	Audio	2026-01-26	1244661	32516837	B0DSLWFTRF	9781488235887		original exact match retained		
Carmilla and Laura	S D Simper	2026-01-26	2026-01-26		title/author	Carmilla and Laura	Read	Audio	2026-01-26	775295	32389664	B092XQ6X91			original exact match retained		
Holy Wrath	Victoria Mier	2026-01-27	2026-01-26		identifier	Holy Wrath	Read	Audio	2026-01-27	1927236	32566850	B0FMZM93YS	9798318516818		original exact match retained		
To Ride a Rising Storm	Moniquill Blackgoose	2026-01-29	2026-01-27		title/author	To Ride a Rising Storm	Read	Audio	2026-01-29	1921687	32650584		9780593498309		original exact match retained		
This Gilded Abyss	Rebecca Thorne	2026-01-30	2026-01-29		title/author	This Gilded Abyss	Read	Audio	2026-01-30	945984	31794175	B0F9MD13VP	9781250427120		original exact match retained		
The Book of Blood and Roses	Annie Summerlee	2026-01-31	2026-01-30		title/author	The Book of Blood and Roses	Read	Audio	2026-01-31	1927259	32516807	B0F6QMT2W8	9798217159215		original exact match retained		
If the Dead Belong Here	Carson Faust	2026-02-01	2025-11-30		title/author	If the Dead Belong Here	Read	Audio	2026-02-01	1905872	32680406		9780593830895		original exact match retained		
The 7-10 Split	Karmen Lee	2026-02-01	2026-02-01		title/author	The 7-10 Split	Read	Audio	2026-02-01	1197237	32680408	B0D7NQ78B4			original exact match retained		
The Relationship Mechanic	Karmen Lee	2026-02-02	2026-02-01		title/author	The Relationship Mechanic	Read	Audio	2026-02-02	1447510	32680409	B0D7NW51P3			original exact match retained		
Kiss Me, Maybe	Gabriella Gamez	2026-02-02	2026-02-02		title/author	Kiss Me, Maybe	Read	Audio	2026-02-02	1653051	32680412	B0DK65GCSS	9781668649985		original exact match retained		
Court of the Undying Seasons	A.M. Strickland	2026-02-04	2026-02-02		title/author	Court of the Undying Seasons	Read	Audio	2026-02-04	511597	32680418	B0BYGKLVFP	9798212409032		original exact match retained		
Fiebre Tropical	Juliana Delgado Lopera	2026-02-05	2026-02-04		title/author	Fiebre Tropical	Read	Audio	2026-02-05	478616	32687065	B08TRSWK9F			original exact match retained		
Dark and Deepest Red	Anna-Marie McLemore	2026-02-05	2026-01-30		title/author	Dark and Deepest Red	Read	Audio	2026-02-05	451625	32709725	1980060312			original exact match retained		
Get Over It, April Evans	Ashley Herring Blake	2026-02-05	2026-02-05	no read audiobook in export	title/author	Get Over It, April Evans	Read	Book	2026-02-05	1951277	32108414	B0FBHZH8DL	9798217282500		original exact match retained		
The Regicide Report	Charles Stross	2026-02-06	2026-02-05	finish date missing/different	title/author	The Regicide Report	Read	Audio	2026-02-13	1891194	32709727	B0FK6PJQXY	9798892741453		original exact match retained		
The Broken Dead: An Epic Portal Fantasy	Dreamer's Riot	2026-02-07	2026-02-06		title/author	The Broken Dead: An Epic Portal Fantasy	Read	Audio	2026-02-07	2434811	32709729	B0GBZ3H48R	9798347028597		original exact match retained		
The Curse of the Cole Women	Marielle Thompson	2026-02-07	2026-02-07		manual book-level pairing	The Curse of the Cole Women: A Novel	Read	Audio	2026-02-07	1843064	32709848	B0FRLYZ2FZ	9798318546143		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3239
Pyg	Pip Landers-Letts	2026-02-07	2026-02-07		title/author	Pyg	Read	Audio	2026-02-07	1949239	32709851	B0G2DZY1H1			original exact match retained		
The Afterlife of Mal Caldera	Nadi Reed Perez	2026-02-08	2026-02-07		title/author	The Afterlife of Mal Caldera	Read	Audio	2026-02-08	1214965	32709854	B0D2FYZXP2	9781666665130		original exact match retained		
This Is the Only Kingdom	Jaquira Díaz	2026-02-08	2026-02-08		title/author	This Is the Only Kingdom	Read	Audio	2026-02-08	2081308	32709855	B0F3Y5L192	9781668651353		original exact match retained		
Yellow Jessamine	Caitlin Starling	2026-02-09	2026-02-08		identifier	Yellow Jessamine	Read	Audio	2026-02-09	453453	31224604	1705240224	9781705240229		original exact match retained		
Dogs of Summer	Andrea Abreu	2026-02-10	2026-02-09		title/author	Dogs of Summer	Read	Audio	2026-02-10	648604	32709857	B0B39KZFQK			original exact match retained		
Stray Cat Strut 7: A Cyberpunk LitRPG	RavensDagger	2026-02-13	2026-02-10		identifier	Stray Cat Strut 7	Read	Audio	2026-02-13	2434893	32709859	B0FRNKDTXG	9781039487208		original exact match retained		
In the Shadow of Spindrift House	Mira Grant	2026-02-13	2026-02-13		identifier	In the Shadow of Spindrift House	Read	Audio	2026-02-13	439274	31980275	1400170982			original exact match retained		
Sky on Fire	E.K. Johnston	2026-02-14	2026-02-13		title/author	Sky on Fire	Read	Audio	2026-02-14	1939854	32714442	B0DKY846MX	9798217074433		original exact match retained		
Aetherbound	E. K. Johnston	2026-02-14	2026-02-14		identifier	Aetherbound	Read	Audio	2026-02-14	465228	31497069	0593397827	9780593397824		original exact match retained		
Queen of Faces	Petra Lord	2026-02-15	2026-02-14	finish date missing/different	title/author	Queen of Faces	Read	Audio	2026-02-14	1906032	32714450	B0F4GCP82L	9781250432407		original exact match retained		
Apparently, Sir Cameron Needs to Die	Greer Stothers	2026-02-15	2026-02-15		title/author	Apparently, Sir Cameron Needs to Die	Read	Audio	2026-02-15	1726498	32719933	B0G3Y59DLJ	9798349165238		original exact match retained		
Nightshade and Oak	Molly O'Neill	2026-02-15	2026-02-15		title/author	Nightshade and Oak	Read	Audio	2026-02-15	2182504	32719937	B0FCV6MFPH	9781668655269		original exact match retained		
You'll Never Forget Me	Isha Raya	2026-02-16	2026-02-15		title/author	You'll Never Forget Me	Read	Audio	2026-02-16	1570310	32719939	B0F6R36QZT	9798217159024		original exact match retained		
Out of the Loop	Katie Siegel	2026-02-16	2026-02-16		title/author	Out of the Loop	Read	Audio	2026-02-16	2191298	32719942	B0DY2T2MJF	9798882396137		original exact match retained		
The Goddess of Nothing at All	Cat Rector	2026-02-17	2026-02-16	finish date missing/different	title/author	The Goddess of Nothing At All	Read	Audio		479907	32719944	B0CV9LGVQ1			original exact match retained		
Epilogues for Lost Gods	Cat Rector	2026-02-18	2026-02-17		title/author	Epilogues for Lost Gods	Read	Audio	2026-02-18	503493	32720768	B0DWTDJR2C			original exact match retained		
The Left Hand of Darkness	Ursula K. Le Guin, Charlie Jane Anders - afterword	2026-02-19	2026-02-19	no read audiobook in export; finish date missing/different	title/author	The Left Hand of Darkness	Read	Book	2025-07-04	377842	9212187	B0CQQ275CT	9798891785106		original exact match retained		
A Quiet Universe	Kay F. Atkinson	2026-02-20	2026-02-18		title/author	A Quiet Universe	Read	Audio	2026-02-20	1670544	32724702	B0D2SF4RVF			original exact match retained		
Overdue	K.T. Hanna	2026-02-21	2026-02-20		identifier	Overdue: A Magical Library LitRPG Adventure	Read	Audio	2026-02-21	1619346	31779883	B0D5J5GQK2			original exact match retained		
Damaged	K.T. Hanna	2026-02-22	2026-02-21		identifier	Damaged: A Magical Library LitRPG Adventure	Read	Audio	2026-02-22	1688382	31780856	B0DFQXZQHL			original exact match retained		
Rebound: A Magical Library LitRPG Adventure	K.T. Hanna	2026-02-24	2026-02-22		manual book-level pairing	Rebound	Read	Audio	2026-02-24	1806683	32734919	B0F39NV88D	9781039477919		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3258
On Sundays She Picked Flowers	Yah Yah Scholfield	2026-02-24	2026-02-20		title/author	On Sundays, She Picked Flowers	Read	Audio	2026-02-24	518600	32729697	B0FD57C2XV	9781668142066		original exact match retained		
As Many Souls as Stars	Natasha Siegel	2026-02-25	2026-02-24		title/author	As Many Souls As Stars	Read	Audio	2026-02-25	1906050	32739816	B0DYWS7SGP	9780063418059		original exact match retained		
Land of Milk and Honey	C Pam Zhang	2026-02-25	2026-02-25		title/author	Land of Milk and Honey	Read	Audio	2026-02-25	734931	32742601	B0BWPL7DP9			original exact match retained		
Lote	Shola von Reinhold	2026-02-27	2026-02-25	finish date missing/different	title/author	LOTE	Read	Audio	2026-02-28	517194	32743559	B084L1DVLB			original exact match retained		
Limiter: A Magical Library LitRPG Adventure	K.T. Hanna	2026-02-27	2026-02-27		identifier	Limiter	Read	Audio	2026-02-27	2013571	32384241	B0F5RZJ454	9798347003389		original exact match retained		
Citation: A Magical Library LitRPG Adventure	K.T. Hanna	2026-02-28	2026-02-27		manual book-level pairing	Citation	Read	Audio	2026-02-28	2128120	32754312	B0GCP1NQVY	9798347003396		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3264
The Obake Code	Makana Yamamoto	2026-03-01	2026-02-28	finish date missing/different	title/author	The Obake Code	Read	Audio	2026-03-02	2191230	32753613	B0F8RC511B	9780063430884		original exact match retained		
Operation Bounce House	Matt Dinniman	2026-03-01	2026-03-01	finish date missing/different	identifier	Operation Bounce House	Read	Audio	2026-03-02	1896373	32647574	B0FBJ2WFHK	9798217017270		original exact match retained		
How to Get a Girlfriend (When You're a Terrifying Monster)	Marie Cardno	2026-03-02	2026-03-01		identifier	How to Get a Girlfriend (When You're a Terrifying Monster)	Read	Audio	2026-03-02	547438	32693544	B0FRJHRWFZ	9798331950064		original exact match retained		
How to Get a Date with the Evil Queen	Marie Cardno	2026-03-02	2026-03-02		identifier	How to Get a Date with the Evil Queen	Read	Audio	2026-03-02	1194545	32693548	B0G4SFR5LQ	9798331950088		original exact match retained		
Cack-Handed	Gina Yashere	2026-03-03	2026-03-02		manual book-level pairing	Cack-Handed: A Memoir	Read	Audio	2026-03-03	813030	32756217	0063090813	9780063090811		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3269
When They Burned the Butterfly	Wen-yi Lee	2026-03-05	2026-03-03		identifier	When They Burned the Butterfly	Read	Audio	2026-03-05	1472837	32389666	B0DRPQGZZV	9781250417923		original exact match retained		
Under the Udala Trees	Chinelo Okparanta	2026-03-06	2026-03-05		title/author	Under the Udala Trees	Read	Audio	2026-03-06	93785	32759976	B015NL12PC			original exact match retained		
Are You Even Human: Volume 2	Natalie Maher	2026-03-07	2026-03-07		title/author	Are You Even Human: Volume 2	Read	Audio	2026-03-07	2486089	32776775	B0GJ74Z4W4	9798347004751		original exact match retained		
Burn Down Master's House	Clay Cane	2026-03-08	2026-03-07		identifier	Burn Down Master's House	Read	Audio	2026-03-08	2041909	32776780	B0FW6QM4B7	9798899738982		original exact match retained		
Falling with Folded Wings: A LitRPG Progression Fantasy	Plum Parrot	2026-03-09	2026-03-08		manual book-level pairing	Falling with Folded Wings (Book 1): A LitRPG Progression Fantasy	Read	Audio	2026-03-09	684600	31947821	B0BKBKJ55L	9781039416796		paired manually	Book 1 added in export; Plum Parrot and series identity agree.	3272
Falling with Folded Wings 2: A LitRPG Progression Fantasy	Plum Parrot	2026-03-11	2026-03-09		manual book-level pairing	Falling with Folded Wings 2	Read	Audio	2026-03-11	1822823	31947825	B0BMD34DJN	9781039419636		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3273
Falling with Folded Wings 3: A LitRPG Progression Fantasy	Plum Parrot	2026-03-12	2026-03-11		manual book-level pairing	Falling with Folded Wings 3	Read	Audio	2026-03-12	1661253	31947855	B0C11QD1KY	9781039427495		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3274
The Broken System: An Isekai LitRPG	Acaswell	2026-03-13	2026-03-12	finish date missing/different	manual book-level pairing	The Broken System	Read	Audio	2026-03-14	2064911	32250245	B0FNFDH8PC	9781039456211		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3275
Void Forged: A LitRPG Progression Fantasy	Plum Parrot	2026-03-14	2026-03-13		manual book-level pairing	Void Forged	Read	Audio	2026-03-14	2467686	32776837	B0G1PLBBN5	9781039488410		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3276
Witch of the Shadow Wood﻿	Tori Anne Martin	2026-03-15	2026-03-14		title/author	Witch of the Shadow Wood	Read	Audio	2026-03-15	2126428	32776840	B0FTB8R8C4	9798347830176		original exact match retained		
A Wild Radiance	Maria Ingrande Mora	2026-03-15	2026-03-15		title/author	A Wild Radiance	Read	Audio	2026-03-15	2242956	32776909	B0GGYB3PKY	9798217409112		original exact match retained		
Night Night Fawn	Jordy Rosenberg	2026-03-15	2026-03-15		identifier	Night Night Fawn	Read	Audio	2026-03-15	2365901	32777256	B0FGK3RLZ5	9798217176533		original exact match retained		
Paul Takes the Form of a Mortal Girl	Andrea Lawlor	2026-03-16	2026-03-15		identifier	Paul Takes the Form of a Mortal Girl	Read	Audio	2026-03-16	169276	32396668	1984889729			original exact match retained		
Divine Ruin	Margot Douaihy	2026-03-17	2026-03-16		title/author	Divine Ruin	Read	Audio	2026-03-17	1941357	32779583	B0FJZ41956	9798217296163		original exact match retained		
Falling with Folded Wings: A LitRPG Progression Fantasy	Plum Parrot	2026-03-17	2026-03-17	finish date missing/different	manual book-level pairing	Falling with Folded Wings (Book 1): A LitRPG Progression Fantasy	Read	Audio	2026-03-09	684600	31947821	B0BKBKJ55L	9781039416796		paired manually	Book 1 added in export; Plum Parrot and series identity agree.	3272
Cack-Handed	Gina Yashere	2026-03-17	2026-03-17	finish date missing/different	manual book-level pairing	Cack-Handed: A Memoir	Read	Audio	2026-03-03	813030	32756217	0063090813	9780063090811		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	3269
Blessed Water	Margot Douaihy	2026-03-17	2026-03-17	finish date missing/different	title/author	Blessed Water	Read	Audio	2026-03-18	1084120	32782559	B0CQTJ2T2W			original exact match retained		
Butterfly Effects	Seanan McGuire	2026-03-18	2026-03-17		title/author	Butterfly Effects	Read	Audio	2026-03-18	2187416	32782560	B0F6FM8ZS8	9781250435491		original exact match retained		
The Isle in the Silver Sea	Tasha Suri	2026-03-20	2026-03-18		identifier	The Isle in the Silver Sea	Read	Audio	2026-03-20	1686291	32375715	B0DYVVPKTQ	9781668652718		original exact match retained		
Black as Diamond	U. M. Agoawike	2026-03-22	2026-03-20		title/author	Black as Diamond	Read	Audio	2026-03-22	2259900	32801452	B0GP2V8ZQ8	9798347036462		original exact match retained		
How to Get the Girl and Not Destroy the World	Marie Cardno	2026-03-24	2026-03-22	finish date missing/different	identifier	How to Get the Girl (And Not Destroy the World)	Read	Audio	2026-02-24	1900913	32693550	B0G4SKY5NH	9798331950101		original exact match retained		
