title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
The Masquerades of Spring	Ben Aaronovitch	2025-06-28	2025-06-28	not marked read; no read audiobook in export; finish date missing/different	title/author	The Masquerades of Spring	Want to Read	Book		1316100	31658021	B0DF84PR9C	9781541489868		original exact match retained		
Winter's Gifts	Ben Aaronovitch	2025-06-28	2025-06-28	no read audiobook in export; finish date missing/different	title/author	Winter's Gifts	Read	Book		799921	30806977	B0BNLHC43Y			original exact match retained		
The Last Graduate	Naomi Novik	2025-06-29	2025-06-29	no read audiobook in export	title/author	The Last Graduate	Read	Book	2025-06-29	441044	30396979	0593287436			original exact match retained		
Strange New World	Vivian Shaw	2025-06-29	2025-06-29	no read audiobook in export; finish date missing/different	identifier	Strange New World	Read	Book	2025-06-26	1788250	32164628	B0DJN6BFT5	9781668650219		original exact match retained		
Bitter Waters	Vivian Shaw	2025-06-29	2025-06-29	no read audiobook in export; finish date missing/different	title/author	Bitter Waters	Read	Book	2025-06-25	1432040	31468589	B0CKNMFN4S	9781668642191		original exact match retained		
The Golden Enclaves	Naomi Novik	2025-06-30	2025-06-29	no read audiobook in export	title/author	The Golden Enclaves	Read	Book	2025-06-30	459821	30391820	B09NQKQRWL			original exact match retained		
Night Owls	A. R. Vishny	2025-06-30	2025-06-30	no read audiobook in export; finish date missing/different	identifier	Night Owls	Read	Book	2025-01-03	1194231	31913640	B0CQYWVVKK	9780063327337		original exact match retained		
Fire logic	Laurie J. Marks	2025-06-30	2025-06-30	no read audiobook in export; finish date missing/different	title/author	Fire Logic	Read	Book	2025-03-21	101571	17323921				original exact match retained		
VenCo	Cherie Dimaline	2025-06-30	2025-06-30	no read audiobook in export; finish date missing/different	title/author	VenCo	Read	Book	2025-02-08	555833	30515005	B09ZYPVFBS			original exact match retained		
The Black Company	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	The Black Company	Read	Ebook		445457	9166836	B003T1LJ70			original exact match retained		
Shadows Linger	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Shadows Linger	Read	Book		446111	9758404	B003XX5CCM			original exact match retained		
The White Rose	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	The White Rose	Read	Book		446115	2598901	B003XWTMNI			original exact match retained		
Shadow Games	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Shadow Games	Read	Book		445955	28650479	B003UCLS4C			original exact match retained		
Dreams of Steel	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Dreams of Steel	Read	Book		446114	10757786	B003VWI3D0			original exact match retained		
Bleak Seasons	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Bleak Seasons	Read	Book		1465317	13952788	B003XS5K7O			original exact match retained		
She Is the Darkness	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	She Is the Darkness	Read	Book		446112	16847443	B00419VFSC			original exact match retained		
Water Sleeps	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Water Sleeps	Read	Book		446081	590859	B003XSSV0M			original exact match retained		
Soldiers Live	Glen Cook	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	Soldiers Live	Read	Book		446113	2600138	B0041HJKKY			original exact match retained		
The Final Girl Support Group	Grady Hendrix	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	The Final Girl Support Group	Read	Ebook	2025-02-19	436462	30404198	0593410033			original exact match retained		
The Scar	China Mieville	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	title/author	The Scar	Read	Book		268734	7947248	B00OYRN3TU			original exact match retained		
Artemis	Andy Weir / cte Tereza Dockalova	2025-07-01	2025-07-01	no read audiobook in export; finish date missing/different	manual book-level pairing	Artemis	Read	Book		99422	30406820				paired manually	ABS author field includes reader Tereza Dockalova; Andy Weir matches export.	664
The Atrocity Archives	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Atrocity Archives	Read	Ebook		21233	30809890	B00DUDO1RM			original exact match retained		
The Fuller Memorandum	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Fuller Memorandum	Read	Book		459379	30809891	B004V4O9W6			original exact match retained		
The Rhesus Chart	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Rhesus Chart	Read	Book		459296	30809892	B00LFVN2SA			original exact match retained		
The Annihilation Score	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Annihilation Score	Read	Ebook		351361	30786517	B0155E4902			original exact match retained		
The Nightmare Stacks	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Nightmare Stacks	Read	Book		463508	30381171	B01GEZP5LI			original exact match retained		
The Delirium Brief	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Delirium Brief	Read	Book		461496	31687465	B06Y6FMZ94			original exact match retained		
The Labyrinth Index	Charles Stross	2025-07-01	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Labyrinth Index	Read	Book		461481	31687432	1501999737	9781501999734		original exact match retained		
The Grief of Stones	Katherine Addison	2025-07-01	2025-07-01	no read audiobook in export	identifier	The Grief of Stones	Read	Book	2025-07-01	465135	30382808	B09GGZJQL2	9781250856616		original exact match retained		
Southern Lights	Liz Arncliffe	2025-07-02	2025-07-02	no read audiobook in export; finish date missing/different	title/author	Southern Lights	Read	Book	2025-07-03	1670494	32164699	B0DZZHQM1J	9798855569605		original exact match retained		
The Dispossessed	Ursula K. Le Guin	2025-07-03	2025-07-02	no read audiobook in export	title/author	The Dispossessed	Read	Book	2025-07-03	267204	4417592	B0041PD25K			original exact match retained		
The Left Hand of Darkness	Ursula K. Le Guin	2025-07-03	2025-07-03	no read audiobook in export; finish date missing/different	title/author	The Left Hand of Darkness	Read	Book	2025-07-04	377842	9212187	B01NH0D987			original exact match retained		
Unworthy	J.A. Vodvarka	2025-07-04	2025-07-04	no read audiobook in export; finish date missing/different	manual book-level pairing	Unworthy: The Blacksea Odyssey Book 1	Read	Ebook	2025-04-10	1190851	31756994	B0DT2BVPHV	9798895398265		paired manually	The Blacksea Odyssey Book 1 subtitle; same author.	2189
Sea Wolf	Anna Burke	2025-07-04	2025-07-04	no read audiobook in export	title/author	Sea Wolf	Read	Book	2025-07-04	465274	30382948	B0BC2J19P6			original exact match retained		
The Grief Keeper	Alexandra Villasante	2025-07-04	2025-07-04	no read audiobook in export; finish date missing/different	title/author	The Grief Keeper	Read	Ebook	2025-04-28	521655	30474996	0593151046			original exact match retained		
The Stars and the Blackness Between Them	Junauda Petrus	2025-07-04	2025-07-04	no read audiobook in export; finish date missing/different	title/author	The Stars and the Blackness Between Them	Read	Book	2025-02-13	444281	31913637	0593106032			original exact match retained		
The Lily and the Crown	Roslyn Sinclair	2025-07-05	2025-07-04	no read audiobook in export	title/author	The Lily and the Crown	Read	Book	2025-07-05	590051	30557343	B08WJHFQ29			original exact match retained		
The Knight and the Moth	Rachel Gillig	2025-07-06	2025-07-05	no read audiobook in export	identifier	The Knight and the Moth	Read	Book	2025-07-06	1120724	32164710	B0DJPSYMN1	9781668647776		original exact match retained		
The Warden	Daniel M. Ford	2025-07-07	2025-06-24	no read audiobook in export	title/author	The Warden	Read	Ebook	2025-07-07	555810	30514981	B0D7MX5YRY			original exact match retained		
Advocate	Daniel M. Ford	2025-07-08	2025-07-07	no read audiobook in export	title/author	Advocate	Read	Book	2025-07-08	1707845	31803327	B0DWCPX3VL	9781666694857		original exact match retained		
The Buffalo Hunter Hunter	Stephen Graham Jones	2025-07-09	2025-07-08	no read audiobook in export; finish date missing/different	title/author	The Buffalo Hunter Hunter	Read	Book	2025-07-10	1437438	31475163	B0DD52VDNL	9781668117323		original exact match retained		
Black Water Sister	Zen Cho	2025-07-10	2025-07-09	no read audiobook in export	title/author	Black Water Sister	Read	Book	2025-07-10	429064	23510890	1980036039			original exact match retained		
Girls Girls Girls	Shoshana von Blanckensee	2025-07-13	2025-07-12	no read audiobook in export	manual book-level pairing	Girls Girls Girls	Read	Book	2025-07-13	1906014	32164687	B0DJH8S2BK	9798217076680		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2261
Bury Our Bones in the Midnight Soil	V. E. Schwab	2025-07-14	2025-07-14	no read audiobook in export; finish date missing/different	title/author	Bury Our Bones in the Midnight Soil	Read	Book	2025-07-06	1396631	31603931	B0D74FY9CG	9781035064687		original exact match retained		
Blood on Her Tongue	Johanna Van Veen	2025-07-14	2025-07-13	no read audiobook in export	title/author	Blood on Her Tongue	Read	Book	2025-07-14	1373576	31398629	B0DPLGMPVL	9781004185221		original exact match retained		
The Echo Wife	Sarah Gailey	2025-07-14	2025-07-14	no read audiobook in export	title/author	The Echo Wife	Read	Book	2025-07-14	427729	13438092	1250755131			original exact match retained		
Somewhere Beyond the Sea	TJ Klune	2025-07-15	2025-07-15	no read audiobook in export	title/author	Somewhere Beyond the Sea	Read	Book	2025-07-15	994867	31019620	B0CKWP6FM1			original exact match retained		
A Conventional Boy	Charles Stross	2025-07-15	2025-07-15	no read audiobook in export; finish date missing/different	title/author	A Conventional Boy	Read	Book	2025-07-16	1612299	31687317	B0DMTK2X56	9781405564083		original exact match retained		
Elatsoe	Darcie Little Badger	2025-07-16	2025-07-15	no read audiobook in export	title/author	Elatsoe	Read	Book	2025-07-16	432278	24927818	1662039034			original exact match retained		
Night Owls	A.R. Vishny	2025-07-17	2025-07-17	no read audiobook in export; finish date missing/different	manual book-level pairing	Night Owls	Read	Book	2025-01-03	1194231	31913640	B0CQYWVVKK			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	523
Godly Heathens	H.E. Edgmon	2025-07-17	2025-07-16	no read audiobook in export	title/author	Godly Heathens	Read	Book	2025-07-17	511752	30464002	B0BVKXC723	9781250290489		original exact match retained		
Providence Girls	Morgan Dante	2025-07-18	2025-07-17	no read audiobook in export	title/author	Providence Girls	Read	Book	2025-07-18	1217569	31242640	B0DVB4TJL9			original exact match retained		
The Rust Maidens	Gwendolyn Kiste	2025-07-19	2025-07-18	no read audiobook in export	title/author	The Rust Maidens	Read	Book	2025-07-19	450636	22903964	B07XPFS61J			original exact match retained		
Crown of Midnight	Sarah J. Maas	2025-07-21	2025-07-21	no read audiobook in export; finish date missing/different	title/author	Crown of Midnight	Read	Book		283659	30809252	1547607556	9781547607556		original exact match retained		
Deep Roots	Ruthanna Emrys	2025-07-21	2025-07-21	no read audiobook in export; finish date missing/different	title/author	Deep Roots	Read	Book	2025-07-22	31121	30404539	B07F7CGTXY			original exact match retained		
Tehanu	Ursula K. Le Guin	2025-07-22	2025-07-21	no read audiobook in export	title/author	Tehanu	Read	Book	2025-07-22	439834	29142357	B01G9EPERE			original exact match retained		
The Furthest Station	Ben Aaronovitch	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	The Furthest Station	Read	Book		432530	30517254	B06XPX5B47	9781473222458		original exact match retained		
Tales from Earthsea	Ursula K. Le Guin	2025-07-22	2025-07-22	no read audiobook in export	title/author	Tales from Earthsea	Read	Book	2025-07-22	457055	22687041	B01KOTMZFE	9781501926655		original exact match retained		
His Dark Materials: The Golden Compass	Philip Pullman	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Golden Compass	Read	Book		355708	24358857	B0D9C9BMTW			paired manually	Series prefix only; same author and volume 1.	715
The Amber Spyglass	Philip Pullman	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	The Amber Spyglass	Read	Book		477834	30553765	0241548713			original exact match retained		
The Sharing Knife, Volume 1	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Beguilement	Read	Book		447837	15363668	B002V8KZAE	9781624608247		paired manually	Beguilement; same author and series volume 1.	487
The Sharing Knife, Volume 2	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Legacy	Read	Book		373804	31687442	B002VA9SVO			paired manually	Legacy; same author and series volume 2.	1287
The Sharing Knife, Volume 3	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Passage	Read	Book		748532	9032084	B002VA8X3I			paired manually	Passage; same author and series volume 3.	1256
The Sharing Knife, Vol. 4: Horizon	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Horizon	Read	Book		182034	12591811	B002V9XB6I			paired manually	Horizon; same author and series volume 4.	2772
Knife Children	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Knife Children	Read	Ebook		461428	30569294	1982699787			original exact match retained		
The Spirit Ring	Lois McMaster Bujold	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	The Spirit Ring	Read	Book		326787	15365286	1982692839			original exact match retained		
Kraken	China Mieville	2025-07-22	2025-07-22	not marked read; no read audiobook in export; finish date missing/different	title/author	Kraken	Want to Read	Audio		295020	31094917	B003TPS0ZU			original exact match retained		
The Hunger Games	Suzanne Collins	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	The Hunger Games	Read	Book		88639	1589497	B07HHH7L77			original exact match retained		
Catching Fire	Suzanne Collins	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Catching Fire	Read	Book		175780	7988314	1338589016			original exact match retained		
Mockingjay	Suzanne Collins	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Mockingjay	Read	Book		463683	27387551	1338589040			original exact match retained		
Certain Dark Things	Silvia Moreno-Garcia	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Certain Dark Things	Read	Book	2024-12-29	449038	12613281	1250808278			original exact match retained		
Bitter	Akwaeke Emezi	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Bitter	Read	Book	2025-02-12	444483	30906437	B09C9VYVC4			original exact match retained		
The Other Wind	Ursula K. Le Guin	2025-07-22	2025-07-22	no read audiobook in export	title/author	The Other Wind	Read	Book	2025-07-22	445966	7084723	B071KLHTRV			original exact match retained		
Sword in the Stars	A. R. Capetta, Cory McCarthy	2025-07-22	2025-07-22	no read audiobook in export; finish date missing/different	title/author	Sword in the Stars	Read	Book	2025-07-23	465332	32164678	1549152483			original exact match retained		
Nona the Ninth	Tamsyn Muir	2025-07-23	2025-07-22	no read audiobook in export	title/author	Nona the Ninth	Read	Book	2025-07-23	462513	30413195	B0B1QVZKZG			original exact match retained		
Rocannon's World	Ursula K. Le Guin	2025-07-23	2025-07-23	no read audiobook in export	title/author	Rocannon's World	Read	Book	2025-07-23	1134855	31158925	B0CTCX2PM8			original exact match retained		
Planet of Exile	Ursula K. Le Guin	2025-07-23	2025-07-23	no read audiobook in export	title/author	Planet of Exile	Read	Book	2025-07-23	443913	32164627	B0DN3P46N9			original exact match retained		
City of Illusions	Ursula K. Le Guin	2025-07-24	2025-07-23	no read audiobook in export	title/author	City of Illusions	Read	Book	2025-07-24	441798	16548591	B0DT4QPM4V			original exact match retained		
Four Ways to Forgiveness	Ursula K. Le Guin	2025-07-24	2025-07-24	no read audiobook in export	title/author	Four Ways to Forgiveness	Read	Book	2025-07-24	230886	28164019				original exact match retained		
The Telling	Ursula K. Le Guin	2025-07-24	2025-07-24	no read audiobook in export	title/author	The Telling	Read	Book	2025-07-24	458012	21297089	B0CQQ7QHS7			original exact match retained		
Girls of Storm and Shadow	Natasha Ngan	2025-07-25	2025-07-25	no read audiobook in export	identifier	Girls of Storm and Shadow	Read	Book	2025-07-25	507104	32164697	1549118781			original exact match retained		
The Black Bird Oracle	Deborah Harkness	2025-07-26	2025-07-26	no read audiobook in export	title/author	The Black Bird Oracle	Read	Ebook	2025-07-26	1108774	31726306	B0CPYZ6RPY	9780593909232		original exact match retained		
Beggars Ride	Nancy Kress	2025-07-28	2025-07-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Beggars Ride	Read	Book	2025-07-29	69945	32164662	B002VAA7XC			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2292
Abhorsen	Garth Nix	2025-07-29	2025-07-28	no read audiobook in export	title/author	Abhorsen	Read	Book	2025-07-29	40324	21055481	B002V5GY0M	9780807205655		original exact match retained		
Terciel & Elinor	Garth Nix	2025-07-31	2025-07-31	no read audiobook in export; finish date missing/different	manual book-level pairing	Terciel and Elinor	Read	Book	2025-08-01	445758	6592488	0593555287			paired manually	Ampersand / and variation; same author.	2297
Little Rot	Akwaeke Emezi	2025-08-01	2025-08-01	no read audiobook in export; finish date missing/different	manual book-level pairing	Little Rot	Read	Book	2025-02-11	1157860	31913651	B0CNQRX82H	9780593867617		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1395
To Hold the Bridge	Garth Nix	2025-08-01	2025-07-31	no read audiobook in export	title/author	To Hold the Bridge	Read	Book	2025-08-01	458374	32176289	B00UU4DBFW	9780062398123		original exact match retained		
Such Lovely Skin	Tatiana Schlote-Bonne	2025-08-01	2025-08-01	no read audiobook in export	title/author	Such Lovely Skin	Read	Book	2025-08-01	1195062	31219870	B0D2FV6VDD	9798217020935		original exact match retained		
I Was a Teenage Slasher	Stephen Graham Jones	2025-08-02	2025-08-01	no read audiobook in export	title/author	I Was a Teenage Slasher	Read	Book	2025-08-02	1084092	31108128	B0CLGXGPLT	9781797175966		original exact match retained		
Children of Virtue and Vengeance	Tomi Adeyemi	2025-08-02	2025-08-02	no read audiobook in export	title/author	Children of Virtue and Vengeance	Read	Book	2025-08-02	432216	30402308	B07DF31P87	9781250309907		original exact match retained		
Children of Anguish and Anarchy	Tomi Adeyemi	2025-08-03	2025-08-02	no read audiobook in export	identifier	Children of Anguish and Anarchy	Read	Book	2025-08-03	620126	31756391	B0CJG2BBNF	9781250247858		original exact match retained		
All These Worlds	Dennis E. Taylor	2025-08-03	2025-08-03	no read audiobook in export	title/author	All These Worlds	Read	Book	2025-08-03	427990	28912712	B07341FZDC			original exact match retained		
Not Till We Are Lost	Dennis E. Taylor	2025-08-04	2025-08-04	no read audiobook in export	title/author	Not Till We Are Lost	Read	Ebook	2025-08-04	1432670	31469389	B0CW23CC7L			original exact match retained		
The War of the Noobs	Ryan Rimmel	2025-08-04	2025-08-04	no read audiobook in export	title/author	The War of the Noobs	Read	Ebook	2025-08-04	1575192	31640713	B0DM6RRPSW			original exact match retained		
The Empire of Gold: A Novel	S. A. Chakraborty	2025-08-05	2025-08-04	no read audiobook in export	manual book-level pairing	The Empire of Gold	Read	Book	2025-08-05	441041	30405487	0062984772			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	455
Demon's Bluff	Kim Harrison	2025-08-06	2025-08-05	no read audiobook in export	title/author	Demon's Bluff	Read	Book	2025-08-06	1219065	32365010	B0CTNT9XWX			original exact match retained		
Andrea Vernon and the Superhero-Industrial Complex	Alexander C. Kane	2025-08-07	2025-08-06	no read audiobook in export	title/author	Andrea Vernon and the Superhero-Industrial Complex	Read	Book	2025-08-07	672286	30658143	B07NP61PHX			original exact match retained		
House of Sky and Breath	Sarah J. Maas	2025-08-07	2025-08-07	no read audiobook in export	title/author	House of Sky and Breath	Read	Ebook	2025-08-07	429093	30401166	B09MZPZ1WG			original exact match retained		
House of Sky and Breath (Part 1 of 2) (Dramatized Adaptation)	Sarah J. Maas	2025-08-07	2025-08-07	no read audiobook in export; edition scope needs review	manual book-level pairing	House of Sky and Breath	Read	Ebook	2025-08-07	429093	30401166	B0D3R2WQQ1	9798890551993		paired manually	Read whole novel covers underlying work; separate dramatized part edition not established.	185
House of Sky and Breath (Part 2 of 2) (Dramatized Adaptation)	Sarah J. Maas	2025-08-07	2025-08-07	no read audiobook in export; edition scope needs review	manual book-level pairing	House of Sky and Breath	Read	Ebook	2025-08-07	429093	30401166	B0D9PG137D	9798890552716		paired manually	Read whole novel covers underlying work; separate dramatized part edition not established.	185
Azarinth Healer: Book One: A LitRPG Adventure	Rhaegar	2025-08-07	2025-08-07	no read audiobook in export; finish date missing/different	manual book-level pairing	Azarinth Healer: Book One	Read	Book		638219	30616103	B0BLZNZ47B			paired manually	Descriptive suffix only; Rhaegar and Book One agree, not later volumes.	46
Azarinth Healer: Book Two	Rhaegar	2025-08-07	2025-08-07	no read audiobook in export; finish date missing/different	title/author	Azarinth Healer: Book Two	Read	Ebook		917368	31438282	B0C2QQNGWT			original exact match retained		
On a Throne of Lies	Eric Ugland	2025-08-07	2025-08-07	no read audiobook in export; finish date missing/different	title/author	On a Throne of Lies	Read	Ebook		1076311	31100376	B0CJG27S9V			original exact match retained		
Azarinth Healer, Book Three	Rhaegar	2025-08-08	2025-08-08	no read audiobook in export; finish date missing/different	title/author	Azarinth Healer: Book Three	Read	Ebook		1074916	31098981	B0CPQ4Y33K			original exact match retained		
Azarinth Healer: Book Four	Rhaegar	2025-08-09	2025-08-08	no read audiobook in export	title/author	Azarinth Healer: Book Four	Read	Ebook	2025-08-09	1458149	31500760	B0DMQ2WP9F			original exact match retained		
Revelation: A LitRPG Adventure	V.A. Lewis	2025-08-11	2025-08-11	no read audiobook in export	manual book-level pairing	Revelation	Read	Ebook	2025-08-11	1760730	31867649	B0CP8G5SX6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2615
Beast: A LitRPG Adventure	V.A. Lewis	2025-08-11	2025-08-11	no read audiobook in export	manual book-level pairing	Beast	Read	Ebook	2025-08-11	1760732	31867651	B0CWHWZZTQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2181
The Child Monster	V.A. Lewis	2025-08-12	2025-08-11	no read audiobook in export	title/author	The Child Monster	Read	Ebook	2025-08-12	1760733	31867652	B0D5S7T1T7			original exact match retained		
Garden of Sanctuary	Pirateaba	2025-08-17	2025-08-16	no read audiobook in export	title/author	Garden of Sanctuary	Read	Ebook	2025-08-17	1772046	31882154	B0DRLJZX5G			original exact match retained		
City of Laughter	Temim Fruchter	2025-08-17	2025-08-17	no read audiobook in export	manual book-level pairing	City of Laughter	Read	Book	2025-08-17	1061514	32364994	B0CPGVP7KY			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	88
The Daughter of Danray	Natalia Hernandez	2025-08-18	2025-08-17	no read audiobook in export	title/author	The Daughter of Danray	Read	Book	2025-08-18	1986859	32152723	B0DWTVL32Y			original exact match retained		
A Vicious Game	Kyla Garcia	2025-08-18	2025-08-18	no read audiobook in export	manual book-level pairing	A Vicious Game	Read	Book	2025-08-18	943245	31981743	B0CNF4WVFD			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2041
An Honored Vow	Melissa Blair	2025-08-18	2025-08-18	no read audiobook in export	title/author	An Honored Vow	Read	Ebook	2025-08-18	1376955	31402024	B0DFDQL8FB	9798228017832		original exact match retained		
Immortal War	Selkie Myth	2025-08-19	2025-08-18	no read audiobook in export	title/author	Immortal War	Read	Ebook	2025-08-19	1768268	31877472	B0F9GTMTCL	9781039476295		original exact match retained		
Installment Immortality	Seanan McGuire	2025-08-19	2025-08-19	no read audiobook in export	title/author	Installment Immortality	Read	Book	2025-08-19	1564841	31629729	B0F6YZHLTY	9781250431028		original exact match retained		
The Primal Hunter 12	Zogarth	2025-08-20	2025-08-19	no read audiobook in export	title/author	The Primal Hunter 12	Read	Ebook	2025-08-20	1662572	31749662	B0F8P6X1KR			original exact match retained		
Carl's Doomsday Scenario	Matt Dinniman	2025-08-20	2025-08-20	no read audiobook in export	title/author	Carl's Doomsday Scenario	Read	Book	2025-08-20	446680	30407787	B0934GTSGT			original exact match retained		
The Dungeon Anarchist's Cookbook	Matt Dinniman	2025-08-21	2025-08-20	no read audiobook in export; finish date missing/different	title/author	The Dungeon Anarchist's Cookbook	Read	Book	2025-08-22	446730	31716214	B094XCNV6G			original exact match retained		
The Butcher's Masquerade	Matt Dinniman	2025-08-22	2025-08-21	no read audiobook in export	title/author	The Butcher's Masquerade	Read	Book	2025-08-22	637867	32004303	B09ZJ82C7Y			original exact match retained		
The Eye of the Bedlam Bride	Matt Dinniman	2025-08-23	2025-08-22	no read audiobook in export	title/author	The Eye of the Bedlam Bride	Read	Book	2025-08-23	818989	30829594	B0CDXWSS5D			original exact match retained		
This Inevitable Ruin	Matt Dinniman	2025-08-24	2025-08-23	no read audiobook in export	title/author	This Inevitable Ruin	Read	Book	2025-08-24	1464466	31509005	B0DK282SYV			original exact match retained		
The Lotus Empire	Tasha Suri	2025-08-28	2025-08-26	no read audiobook in export	title/author	The Lotus Empire	Read	Book	2025-08-28	1184306	32320887	B0CSLR8PDW			original exact match retained		
The Imposition of Unnecessary Obstacles	Malka Older	2025-08-28	2025-08-28	no read audiobook in export	manual book-level pairing	The Imposition of Unnecessary Obstacles	Read	Book	2025-08-28	717828	32365003	B0CZ7PXSXZ	9798892741439		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2639
Spook Country	William Gibson	2025-08-30	2025-08-30	no read audiobook in export; finish date missing/different	title/author	Spook Country	Read	Book	2025-08-31	385388	11697347	1004045107	9781004045105		original exact match retained		
Zero History	William Gibson	2025-08-31	2025-08-30	no read audiobook in export	identifier	Zero History	Read	Book	2025-08-31	343283	32365043	1004054351	9781004054350		original exact match retained		
The Fallen City of Lescado	Draith	2025-09-01	2025-09-01	no read audiobook in export; finish date missing/different	title/author	The Fallen City of Lescado	Read	Ebook	2025-09-05	1182422	31207125	B0CFRJK8GM			original exact match retained		
To Pierce the Heart	Draith	2025-09-03	2025-09-01	no read audiobook in export; finish date missing/different	title/author	To Pierce The Heart	Read	Ebook	2025-09-05	1225100	31250145	B0CKJ8NTDY			original exact match retained		
The Western Shores	Draith	2025-09-04	2025-09-03	no read audiobook in export; finish date missing/different	title/author	The Western Shores	Read	Ebook	2025-09-05	1409367	31441605	B0CNKZM2X9			original exact match retained		
To Stand Between Sea and Sky	Draith	2025-09-05	2025-09-04	no read audiobook in export	title/author	To Stand Between Sea and Sky	Read	Ebook	2025-09-05	1409368	31441607	B0CRLKLBCY			original exact match retained		
The Temporal Tides	Draith	2025-09-06	2025-09-02	no read audiobook in export	title/author	The Temporal Tides	Read	Ebook	2025-09-06	1409369	31441609	B0CWPQL428			original exact match retained		
Tuesday	Draith	2025-09-06	2025-09-06	no read audiobook in export	title/author	Tuesday	Read	Ebook	2025-09-06	1409370	31441611	B0D4SDWRBM			original exact match retained		
Medusa of the Roses	Navid Sinaki	2025-09-06	2025-09-06	no read audiobook in export; finish date missing/different	title/author	Medusa of the Roses	Read	Book	2025-09-07	1189837	31214624	B0D81CK725	9798892749329		original exact match retained		
Wandering Stars	Tommy Orange	2025-09-08	2025-09-07	no read audiobook in export	title/author	Wandering Stars	Read	Book	2025-09-08	1084145	31108181	B0CBCW3DCX	9780593824542		original exact match retained		
The Mirror Empire	Kameron Hurley	2025-09-09	2025-09-08	no read audiobook in export	title/author	The Mirror Empire	Read	Book	2025-09-09	441159	8826189	B00OL59OKC			original exact match retained		
The Last Soul Among Wolves	Melissa Caruso	2025-09-12	2025-09-10	no read audiobook in export; finish date missing/different	identifier	The Last Soul Among Wolves	Read	Book	2025-09-13	1765473	32365017	B0DPLGPDT2	9781668650226		original exact match retained		
